run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
6,72084,504,504,NEW_ORDER,0,0,0
6,72089,641,641,NEW_ORDER,0,0,0
6,72101,241,241,NEW_ORDER,0,0,0
6,72104,496,496,NEW_ORDER,0,0,0
6,72106,38,38,PAYMENT,0,0,0
6,72131,545,545,NEW_ORDER,0,0,0
6,72142,368,368,NEW_ORDER,0,0,0
6,72149,286,286,NEW_ORDER,0,0,0
6,72153,527,527,NEW_ORDER,0,0,0
6,72161,2631,2631,DELIVERY_BG,0,0,0
6,72161,0,0,DELIVERY,0,0,0
6,72178,757,757,ORDER_STATUS,0,0,0
6,72186,588,588,NEW_ORDER,0,0,0
6,72226,332,332,NEW_ORDER,0,0,0
6,72247,420,420,NEW_ORDER,0,0,0
6,72251,285,285,PAYMENT,0,0,0
6,72259,1822,1822,DELIVERY_BG,0,0,0
6,72293,1130,1130,NEW_ORDER,0,0,0
6,72312,3429,3429,DELIVERY_BG,0,0,0
6,72317,726,726,NEW_ORDER,0,0,0
6,72342,499,499,NEW_ORDER,0,0,0
6,72365,276,276,NEW_ORDER,0,0,0
6,72371,336,336,NEW_ORDER,0,0,0
6,72406,1234,1234,DELIVERY_BG,0,0,0
6,72449,307,307,NEW_ORDER,0,0,0
6,72507,195,195,PAYMENT,0,0,0
6,72526,680,680,NEW_ORDER,0,0,0
6,72546,445,445,NEW_ORDER,0,0,0
6,72546,440,440,PAYMENT,0,0,0
6,72558,513,513,NEW_ORDER,0,0,0
6,72571,487,487,ORDER_STATUS,0,0,0
6,72572,865,865,NEW_ORDER,0,0,0
6,72573,208,208,PAYMENT,0,0,0
6,72604,353,353,NEW_ORDER,0,0,0
6,72616,438,438,PAYMENT,0,0,0
6,72619,46,46,PAYMENT,0,0,0
6,72629,1119,1119,NEW_ORDER,0,0,0
6,72648,676,676,NEW_ORDER,0,0,0
6,72651,814,814,NEW_ORDER,0,0,0
6,72651,80,80,PAYMENT,0,0,0
6,72669,899,899,PAYMENT,0,0,0
6,72669,614,614,PAYMENT,0,0,0
6,72669,698,698,PAYMENT,0,0,0
6,72670,698,698,PAYMENT,0,0,0
6,72675,416,416,NEW_ORDER,0,0,0
6,72676,305,305,PAYMENT,0,0,0
6,72687,161,161,PAYMENT,0,0,0
6,72728,124,124,PAYMENT,0,0,0
6,72728,502,502,NEW_ORDER,0,0,0
6,72735,189,189,PAYMENT,0,0,0
6,72740,587,587,PAYMENT,0,0,0
6,72749,563,563,PAYMENT,0,0,0
6,72751,745,745,PAYMENT,0,0,0
6,72751,602,602,NEW_ORDER,0,0,0
6,72763,112,112,PAYMENT,0,0,0
6,72778,531,531,NEW_ORDER,0,0,0
6,72785,654,654,NEW_ORDER,0,0,0
6,72792,122,122,PAYMENT,0,0,0
6,72816,67,67,PAYMENT,0,0,0
6,72823,6,6,PAYMENT,0,0,0
6,72825,419,419,PAYMENT,0,0,0
6,72837,189,189,PAYMENT,0,0,0
6,72846,553,553,PAYMENT,0,0,0
6,72861,315,315,NEW_ORDER,0,0,0
6,72864,188,188,PAYMENT,0,0,0
6,72885,568,568,NEW_ORDER,0,0,0
6,72893,8,8,PAYMENT,0,0,0
6,72905,218,218,PAYMENT,0,0,0
6,72910,147,147,NEW_ORDER,0,0,0
6,72917,166,166,PAYMENT,0,0,0
6,72928,586,586,NEW_ORDER,0,0,0
6,72934,109,109,PAYMENT,0,0,0
6,72941,266,266,PAYMENT,0,0,0
6,72946,918,918,NEW_ORDER,0,0,0
6,72957,328,328,NEW_ORDER,0,0,0
6,72968,40,40,PAYMENT,0,0,0
6,72968,75,75,PAYMENT,0,0,0
6,72977,419,419,PAYMENT,0,0,0
6,72985,368,368,NEW_ORDER,0,0,0
6,73027,59,59,PAYMENT,0,0,0
6,73058,330,330,NEW_ORDER,0,0,0
6,73066,1612,1612,DELIVERY_BG,0,0,0
6,73072,403,403,PAYMENT,0,0,0
6,73086,301,301,NEW_ORDER,0,0,0
6,73102,362,362,NEW_ORDER,0,0,0
6,73120,48,48,PAYMENT,0,0,0
6,73135,77,77,PAYMENT,0,0,0
6,73186,3424,3424,STOCK_LEVEL,0,0,0
6,73195,746,746,NEW_ORDER,0,0,0
6,73204,175,175,PAYMENT,0,0,0
6,73214,10,10,PAYMENT,0,0,0
6,73224,1147,1147,NEW_ORDER,0,0,0
6,73227,381,381,NEW_ORDER,0,0,0
6,73243,382,382,NEW_ORDER,0,0,0
6,73246,495,495,NEW_ORDER,0,0,0
6,73260,350,350,NEW_ORDER,0,0,0
6,73266,759,759,NEW_ORDER,0,0,0
6,73272,152,152,PAYMENT,0,0,0
6,73272,0,0,DELIVERY,0,0,0
6,73273,545,545,PAYMENT,0,0,0
6,73277,50,50,PAYMENT,0,0,0
6,73283,1307,1307,NEW_ORDER,0,0,0
6,73318,481,481,PAYMENT,0,0,0
6,73331,1227,1227,PAYMENT,0,0,0
6,73349,31,31,PAYMENT,0,0,0
6,73373,509,509,NEW_ORDER,0,0,0
6,73374,1778,1778,DELIVERY_BG,0,0,0
6,73382,33,33,PAYMENT,0,0,0
6,73391,457,457,NEW_ORDER,0,0,0
6,73394,128,128,PAYMENT,0,0,0
6,73398,493,493,NEW_ORDER,0,0,0
6,73417,845,845,PAYMENT,0,0,0
6,73452,35,35,PAYMENT,0,0,0
6,73454,63,63,PAYMENT,0,0,0
6,73480,810,810,NEW_ORDER,0,0,0
6,73541,1738,1738,STOCK_LEVEL,0,0,0
6,73549,1680,1680,STOCK_LEVEL,0,0,0
6,73558,735,735,ORDER_STATUS,0,0,0
6,73564,378,378,STOCK_LEVEL,0,0,0
6,73566,2238,2238,STOCK_LEVEL,0,0,0
6,73570,504,504,ORDER_STATUS,0,0,0
6,73572,655,655,ORDER_STATUS,0,0,0
6,73572,0,0,DELIVERY,0,0,0
6,73581,207,207,STOCK_LEVEL,0,0,0
6,73581,0,0,DELIVERY,0,0,0
6,73616,631,631,NEW_ORDER,0,0,0
6,73617,966,966,STOCK_LEVEL,0,0,0
6,73622,645,645,NEW_ORDER,0,0,0
6,73629,688,688,NEW_ORDER,0,0,0
6,73629,1010,1010,ORDER_STATUS,0,0,0
6,73629,0,0,DELIVERY,0,0,0
6,73630,1856,1856,STOCK_LEVEL,0,0,0
6,73636,254,254,STOCK_LEVEL,0,0,0
6,73643,974,974,NEW_ORDER,0,0,0
6,73644,401,401,NEW_ORDER,0,0,0
6,73657,384,384,NEW_ORDER,0,0,0
6,73659,261,261,PAYMENT,0,0,0
6,73662,467,467,NEW_ORDER,0,0,0
6,73665,441,441,NEW_ORDER,0,0,0
6,73665,0,0,DELIVERY,0,0,0
6,73666,931,931,NEW_ORDER,0,0,0
6,73666,874,874,NEW_ORDER,0,0,0
6,73668,700,700,NEW_ORDER,0,0,0
6,73668,422,422,NEW_ORDER,0,0,0
6,73679,306,306,PAYMENT,0,0,0
6,73692,432,432,NEW_ORDER,0,0,0
6,73712,50,50,STOCK_LEVEL,0,0,0
6,73714,628,628,STOCK_LEVEL,0,0,0
6,73722,2260,2260,DELIVERY_BG,0,0,0
6,73734,170,170,NEW_ORDER,0,0,0
6,73740,199,199,NEW_ORDER,0,0,0
6,73742,106,106,PAYMENT,0,0,0
6,73743,77,77,PAYMENT,0,0,0
6,73743,0,0,DELIVERY,0,0,0
6,73743,126,126,PAYMENT,0,0,0
6,73777,820,820,PAYMENT,0,0,0
6,73786,228,228,ORDER_STATUS,0,0,0
6,73796,850,850,NEW_ORDER,0,0,0
6,73798,154,154,PAYMENT,0,0,0
6,73800,665,665,NEW_ORDER,0,0,0
6,73800,406,406,NEW_ORDER,0,0,0
6,73802,145,145,PAYMENT,0,0,0
6,73807,164,164,NEW_ORDER,0,0,0
6,73807,0,0,DELIVERY,0,0,0
6,73808,86,86,ORDER_STATUS,0,0,0
6,73811,34,34,STOCK_LEVEL,0,0,0
6,73816,30,30,PAYMENT,0,0,0
6,73816,250,250,NEW_ORDER,0,0,0
6,73833,154,154,PAYMENT,0,0,0
6,73836,4796,4796,DELIVERY_BG,0,0,0
6,73849,49,49,STOCK_LEVEL,0,0,0
6,73906,166,166,PAYMENT,0,0,0
6,73906,108,108,PAYMENT,0,0,0
6,73906,164,164,NEW_ORDER,0,0,0
6,73907,358,358,PAYMENT,0,0,0
6,73908,4935,4935,DELIVERY_BG,0,0,0
6,73908,1130,1130,NEW_ORDER,0,0,0
6,73910,4329,4329,DELIVERY_BG,0,0,0
6,73910,0,0,DELIVERY,0,0,0
6,73910,340,340,NEW_ORDER,0,0,0
6,73919,465,465,NEW_ORDER,0,0,0
6,73921,121,121,ORDER_STATUS,0,0,0
6,73925,309,309,NEW_ORDER,0,0,0
6,73927,298,298,PAYMENT,0,0,0
6,73930,264,264,NEW_ORDER,0,0,0
6,73931,309,309,NEW_ORDER,0,0,0
6,73937,660,660,PAYMENT,0,0,0
6,73938,28,28,PAYMENT,0,0,0
6,73943,313,313,NEW_ORDER,0,0,0
6,73958,156,156,PAYMENT,0,0,0
6,73960,124,124,PAYMENT,0,0,0
6,73964,6,6,PAYMENT,0,0,0
6,73976,165,165,ORDER_STATUS,0,0,0
6,73983,23,23,NEW_ORDER,0,0,0
6,73983,45,45,PAYMENT,0,0,0
6,73986,55,55,PAYMENT,0,0,0
6,73992,86,86,PAYMENT,0,0,0
6,73992,0,0,DELIVERY,0,0,0
6,74002,153,153,PAYMENT,0,0,0
6,74005,97,97,PAYMENT,0,0,0
6,74019,98,98,PAYMENT,0,0,0
6,74032,289,289,NEW_ORDER,0,0,0
6,74043,79,79,PAYMENT,0,0,0
6,74062,847,847,NEW_ORDER,0,0,0
6,74083,78,78,PAYMENT,0,0,0
6,74089,164,164,NEW_ORDER,0,0,0
6,74091,423,423,NEW_ORDER,0,0,0
6,74104,773,773,NEW_ORDER,0,0,0
6,74133,465,465,NEW_ORDER,0,0,0
6,74138,322,322,NEW_ORDER,0,0,0
6,74144,485,485,NEW_ORDER,0,0,0
6,74144,0,0,DELIVERY,0,0,0
6,74158,252,252,NEW_ORDER,0,0,0
6,74159,679,679,PAYMENT,0,0,0
6,74160,1058,1058,NEW_ORDER,0,0,0
6,74167,359,359,NEW_ORDER,0,0,0
6,74195,209,209,PAYMENT,0,0,0
6,74201,918,918,NEW_ORDER,0,0,0
6,74202,140,140,PAYMENT,0,0,0
6,74225,773,773,NEW_ORDER,0,0,0
6,74236,260,260,NEW_ORDER,0,0,0
6,74256,54,54,PAYMENT,0,0,0
6,74264,327,327,NEW_ORDER,0,0,0
6,74269,436,436,NEW_ORDER,0,0,0
6,74281,350,350,NEW_ORDER,0,0,0
6,74292,56,56,PAYMENT,0,0,0
6,74294,136,136,PAYMENT,0,0,0
6,74325,417,417,NEW_ORDER,0,0,0
6,74325,322,322,NEW_ORDER,0,0,0
6,74330,36,36,NEW_ORDER,0,0,0
6,74330,387,387,NEW_ORDER,0,0,0
6,74330,616,616,NEW_ORDER,0,0,0
6,74336,11,11,PAYMENT,0,0,0
6,74345,256,256,PAYMENT,0,0,0
6,74354,263,263,NEW_ORDER,0,0,0
6,74365,653,653,NEW_ORDER,0,0,0
6,74368,462,462,NEW_ORDER,0,0,0
6,74377,294,294,NEW_ORDER,0,0,0
6,74385,651,651,NEW_ORDER,0,0,0
6,74385,353,353,NEW_ORDER,0,0,0
6,74409,128,128,PAYMENT,0,0,0
6,74410,185,185,PAYMENT,0,0,0
6,74410,491,491,PAYMENT,0,0,0
6,74410,614,614,NEW_ORDER,0,0,0
6,74440,280,280,NEW_ORDER,0,0,0
6,74447,755,755,NEW_ORDER,0,0,0
6,74453,117,117,PAYMENT,0,0,0
6,74453,470,470,NEW_ORDER,0,0,0
6,74473,490,490,NEW_ORDER,0,0,0
6,74479,460,460,NEW_ORDER,0,0,0
6,74485,45,45,PAYMENT,0,0,0
6,74494,41,41,PAYMENT,0,0,0
6,74495,109,109,PAYMENT,0,0,0
6,74513,606,606,PAYMENT,0,0,0
6,74518,5,5,PAYMENT,0,0,0
6,74529,34,34,PAYMENT,0,0,0
6,74535,6,6,PAYMENT,0,0,0
6,74541,498,498,NEW_ORDER,0,0,0
6,74564,300,300,NEW_ORDER,0,0,0
6,74566,371,371,NEW_ORDER,0,0,0
6,74573,406,406,NEW_ORDER,0,0,0
6,74616,251,251,PAYMENT,0,0,0
6,74627,92,92,PAYMENT,0,0,0
6,74627,174,174,PAYMENT,0,0,0
6,74635,309,309,NEW_ORDER,0,0,0
6,74643,8,8,PAYMENT,0,0,0
6,74655,325,325,NEW_ORDER,0,0,0
6,74662,846,846,ORDER_STATUS,0,0,0
6,74677,113,113,PAYMENT,0,0,0
6,74677,230,230,NEW_ORDER,0,0,0
6,74679,325,325,NEW_ORDER,0,0,0
6,74679,106,106,PAYMENT,0,0,0
6,74679,334,334,NEW_ORDER,0,0,0
6,74680,295,295,NEW_ORDER,0,0,0
6,74700,1119,1119,DELIVERY_BG,0,0,0
6,74702,569,569,NEW_ORDER,0,0,0
6,74715,556,556,NEW_ORDER,0,0,0
6,74725,315,315,NEW_ORDER,1,0,0
6,74736,327,327,NEW_ORDER,0,0,0
6,74761,134,134,PAYMENT,0,0,0
6,74778,284,284,NEW_ORDER,0,0,0
6,74779,102,102,PAYMENT,0,0,0
6,74789,134,134,PAYMENT,0,0,0
6,74799,469,469,NEW_ORDER,0,0,0
6,74813,483,483,NEW_ORDER,0,0,0
6,74822,895,895,ORDER_STATUS,0,0,0
6,74825,146,146,PAYMENT,0,0,0
6,74827,38,38,PAYMENT,0,0,0
6,74840,571,571,NEW_ORDER,0,0,0
6,74855,130,130,PAYMENT,0,0,0
6,74862,389,389,NEW_ORDER,0,0,0
6,74871,93,93,PAYMENT,0,0,0
6,74873,672,672,NEW_ORDER,0,0,0
6,74873,0,0,DELIVERY,0,0,0
6,74879,100,100,PAYMENT,0,0,0
6,74898,162,162,PAYMENT,0,0,0
6,74898,521,521,NEW_ORDER,0,0,0
6,74899,381,381,NEW_ORDER,0,0,0
6,74913,657,657,NEW_ORDER,0,0,0
6,74917,255,255,PAYMENT,0,0,0
6,74920,293,293,PAYMENT,0,0,0
6,74953,849,849,NEW_ORDER,0,0,0
6,74963,141,141,PAYMENT,0,0,0
6,74970,327,327,PAYMENT,0,0,0
6,75015,605,605,PAYMENT,0,0,0
6,75018,193,193,PAYMENT,0,0,0
6,75039,1767,1767,DELIVERY_BG,0,0,0
6,75063,223,223,NEW_ORDER,1,0,0
6,75078,786,786,ORDER_STATUS,0,0,0
6,75107,628,628,ORDER_STATUS,0,0,0
6,75139,186,186,PAYMENT,0,0,0
6,75140,121,121,PAYMENT,0,0,0
6,75171,761,761,NEW_ORDER,0,0,0
6,75180,695,695,NEW_ORDER,0,0,0
6,75193,627,627,NEW_ORDER,0,0,0
6,75200,500,500,NEW_ORDER,0,0,0
6,75212,533,533,NEW_ORDER,0,0,0
6,75215,35,35,PAYMENT,0,0,0
6,75220,3583,3583,DELIVERY_BG,0,0,0
6,75238,98,98,ORDER_STATUS,0,0,0
6,75248,3087,3086,DELIVERY_BG,0,0,0
6,75249,394,394,PAYMENT,0,0,0
6,75251,353,353,NEW_ORDER,0,0,0
6,75262,391,391,NEW_ORDER,0,0,0
6,75263,364,364,PAYMENT,0,0,0
6,75271,78,78,PAYMENT,0,0,0
6,75276,14,14,PAYMENT,0,0,0
6,75277,357,357,NEW_ORDER,0,0,0
6,75277,106,106,PAYMENT,0,0,0
6,75290,251,251,PAYMENT,0,0,0
6,75298,83,83,PAYMENT,0,0,0
6,75299,48,48,PAYMENT,0,0,0
6,75300,620,620,NEW_ORDER,0,0,0
6,75313,500,500,NEW_ORDER,0,0,0
6,75329,81,81,PAYMENT,0,0,0
6,75344,325,325,PAYMENT,0,0,0
6,75353,592,592,NEW_ORDER,0,0,0
6,75362,660,660,NEW_ORDER,0,0,0
6,75363,501,501,NEW_ORDER,0,0,0
6,75366,689,689,ORDER_STATUS,0,0,0
6,75368,168,168,PAYMENT,0,0,0
6,75376,138,138,PAYMENT,0,0,0
6,75377,100,100,PAYMENT,0,0,0
6,75386,423,423,PAYMENT,0,0,0
6,75388,589,589,NEW_ORDER,0,0,0
6,75401,39,39,PAYMENT,0,0,0
6,75417,40,40,PAYMENT,0,0,0
6,75420,199,199,PAYMENT,0,0,0
6,75423,807,807,ORDER_STATUS,0,0,0
6,75423,0,0,DELIVERY,0,0,0
6,75430,117,117,PAYMENT,0,0,0
6,75439,526,526,NEW_ORDER,0,0,0
6,75446,731,731,ORDER_STATUS,0,0,0
6,75448,236,236,PAYMENT,0,0,0
6,75461,98,98,PAYMENT,0,0,0
6,75467,99,99,PAYMENT,0,0,0
6,75472,33,33,PAYMENT,0,0,0
6,75481,403,403,PAYMENT,0,0,0
6,75492,665,665,NEW_ORDER,0,0,0
6,75492,72,72,PAYMENT,0,0,0
6,75494,524,524,NEW_ORDER,0,0,0
6,75532,1867,1867,DELIVERY_BG,0,0,0
6,75540,400,400,PAYMENT,0,0,0
6,75547,55,55,PAYMENT,0,0,0
6,75548,182,182,PAYMENT,0,0,0
6,75568,167,167,PAYMENT,0,0,0
6,75576,95,95,PAYMENT,0,0,0
6,75592,100,100,PAYMENT,0,0,0
6,75640,72,72,PAYMENT,0,0,0
6,75644,300,300,PAYMENT,0,0,0
6,75658,270,270,PAYMENT,0,0,0
6,75659,742,742,ORDER_STATUS,0,0,0
6,75668,238,238,NEW_ORDER,0,0,0
6,75672,374,374,NEW_ORDER,0,0,0
6,75677,145,145,PAYMENT,0,0,0
6,75695,446,446,NEW_ORDER,0,0,0
6,75695,342,342,NEW_ORDER,0,0,0
6,75713,815,815,NEW_ORDER,0,0,0
6,75741,148,148,PAYMENT,0,0,0
6,75767,72,72,PAYMENT,0,0,0
6,75795,218,218,ORDER_STATUS,0,0,0
6,75809,538,538,STOCK_LEVEL,0,0,0
6,75831,163,163,PAYMENT,0,0,0
6,75831,337,337,PAYMENT,0,0,0
6,75831,383,383,NEW_ORDER,0,0,0
6,75835,559,559,ORDER_STATUS,0,0,0
6,75845,373,373,NEW_ORDER,0,0,0
6,75845,459,459,NEW_ORDER,0,0,0
6,75846,547,547,NEW_ORDER,0,0,0
6,75849,742,742,NEW_ORDER,0,0,0
6,75851,1713,1713,STOCK_LEVEL,0,0,0
6,75852,21,21,PAYMENT,0,0,0
6,75854,408,408,NEW_ORDER,0,0,0
6,75854,791,791,NEW_ORDER,0,0,0
6,75854,141,141,NEW_ORDER,0,0,0
6,75854,1175,1175,STOCK_LEVEL,0,0,0
6,75855,60,60,ORDER_STATUS,0,0,0
6,75879,411,411,STOCK_LEVEL,0,0,0
6,75908,77,77,NEW_ORDER,0,0,0
6,75910,266,266,NEW_ORDER,0,0,0
6,75912,365,365,NEW_ORDER,0,0,0
6,75912,253,253,PAYMENT,0,0,0
6,75917,1376,1376,STOCK_LEVEL,0,0,0
6,75922,546,546,NEW_ORDER,0,0,0
6,75925,648,648,NEW_ORDER,0,0,0
6,75934,473,473,NEW_ORDER,0,0,0
6,75939,130,130,PAYMENT,0,0,0
6,75956,102,102,PAYMENT,0,0,0
6,75964,701,701,NEW_ORDER,0,0,0
6,75964,635,635,NEW_ORDER,0,0,0
6,75965,665,665,NEW_ORDER,0,0,0
6,75965,55,55,NEW_ORDER,0,0,0
6,75966,115,115,PAYMENT,0,0,0
6,75975,2346,2346,DELIVERY_BG,0,0,0
6,75977,305,305,PAYMENT,0,0,0
6,75981,16,16,PAYMENT,0,0,0
6,75985,244,244,STOCK_LEVEL,0,0,0
6,75987,1619,1619,STOCK_LEVEL,0,0,0
6,75987,0,0,DELIVERY,0,0,0
6,75989,77,77,PAYMENT,0,0,0
6,75991,137,137,PAYMENT,0,0,0
6,75991,136,136,PAYMENT,0,0,0
6,75998,86,86,PAYMENT,0,0,0
6,76000,323,323,NEW_ORDER,0,0,0
6,76010,315,315,NEW_ORDER,0,0,0
6,76014,474,474,NEW_ORDER,0,0,0
6,76026,258,258,NEW_ORDER,0,0,0
6,76027,178,178,NEW_ORDER,0,0,0
6,76028,738,738,NEW_ORDER,0,0,0
6,76029,1,1,DELIVERY,0,0,0
6,76029,198,198,NEW_ORDER,0,0,0
6,76030,185,185,NEW_ORDER,0,0,0
6,76031,196,196,NEW_ORDER,0,0,0
6,76038,8,8,ORDER_STATUS,0,0,0
6,76055,74,74,PAYMENT,0,0,0
6,76055,200,200,PAYMENT,0,0,0
6,76059,47,47,PAYMENT,0,0,0
6,76059,401,401,PAYMENT,0,0,0
6,76059,70,70,PAYMENT,0,0,0
6,76062,208,208,NEW_ORDER,0,0,0
6,76062,0,0,DELIVERY,0,0,0
6,76070,218,218,NEW_ORDER,0,0,0
6,76074,157,157,NEW_ORDER,0,0,0
6,76086,86,86,PAYMENT,0,0,0
6,76096,131,131,NEW_ORDER,0,0,0
6,76096,41,41,PAYMENT,0,0,0
6,76100,41,41,PAYMENT,0,0,0
6,76101,255,255,PAYMENT,0,0,0
6,76105,114,114,NEW_ORDER,0,0,0
6,76105,2113,2113,DELIVERY_BG,0,0,0
6,76110,10,10,PAYMENT,0,0,0
6,76125,29,29,PAYMENT,0,0,0
6,76127,248,248,PAYMENT,0,0,0
6,76132,6,6,PAYMENT,0,0,0
6,76135,24,24,PAYMENT,0,0,0
6,76137,172,172,PAYMENT,0,0,0
6,76140,5,5,PAYMENT,0,0,0
6,76141,202,202,NEW_ORDER,0,0,0
6,76141,86,86,PAYMENT,0,0,0
6,76153,122,122,NEW_ORDER,0,0,0
6,76158,99,99,PAYMENT,0,0,0
6,76170,141,141,NEW_ORDER,0,0,0
6,76194,196,196,NEW_ORDER,0,0,0
6,76194,238,238,NEW_ORDER,0,0,0
6,76195,90,90,PAYMENT,0,0,0
6,76197,206,206,NEW_ORDER,0,0,0
6,76197,220,220,NEW_ORDER,0,0,0
6,76206,1333,1333,DELIVERY_BG,0,0,0
6,76214,77,77,PAYMENT,0,0,0
6,76215,2071,2070,DELIVERY_BG,0,0,0
6,76224,71,71,PAYMENT,0,0,0
6,76224,83,83,PAYMENT,0,0,0
6,76225,260,260,PAYMENT,0,0,0
6,76227,126,126,PAYMENT,0,0,0
6,76238,211,211,NEW_ORDER,0,0,0
6,76245,87,87,NEW_ORDER,0,0,0
6,76261,353,353,NEW_ORDER,0,0,0
6,76266,72,72,PAYMENT,0,0,0
6,76269,335,335,PAYMENT,0,0,0
6,76272,48,48,PAYMENT,0,0,0
6,76273,103,103,PAYMENT,0,0,0
6,76296,451,451,NEW_ORDER,0,0,0
6,76314,766,766,NEW_ORDER,0,0,0
6,76325,183,183,PAYMENT,0,0,0
6,76334,260,260,NEW_ORDER,0,0,0
6,76338,206,206,NEW_ORDER,0,0,0
6,76398,73,73,PAYMENT,0,0,0
6,76438,453,453,NEW_ORDER,0,0,0
6,76466,2894,2894,DELIVERY_BG,0,0,0
6,76466,152,152,PAYMENT,0,0,0
6,76481,556,556,NEW_ORDER,0,0,0
6,76489,475,475,NEW_ORDER,0,0,0
6,76490,152,152,PAYMENT,0,0,0
6,76490,0,0,DELIVERY,0,0,0
6,76496,410,410,NEW_ORDER,0,0,0
6,76554,458,458,NEW_ORDER,0,0,0
6,76574,377,377,NEW_ORDER,0,0,0
6,76586,548,548,NEW_ORDER,0,0,0
6,76599,493,493,NEW_ORDER,0,0,0
6,76601,531,531,NEW_ORDER,0,0,0
6,76615,640,640,NEW_ORDER,0,0,0
6,76619,697,697,PAYMENT,0,0,0
6,76633,144,144,PAYMENT,0,0,0
6,76634,607,607,NEW_ORDER,0,0,0
6,76646,150,150,NEW_ORDER,0,0,0
6,76648,1769,1769,STOCK_LEVEL,0,0,0
6,76648,0,0,DELIVERY,0,0,0
6,76655,596,596,NEW_ORDER,0,0,0
6,76677,76,76,PAYMENT,0,0,0
6,76708,74,74,PAYMENT,0,0,0
6,76717,576,576,NEW_ORDER,0,0,0
6,76746,551,551,NEW_ORDER,0,0,0
6,76777,69,69,PAYMENT,0,0,0
6,76782,36,36,PAYMENT,0,0,0
6,76788,519,519,NEW_ORDER,0,0,0
6,76842,3099,3099,DELIVERY_BG,0,0,0
6,76854,888,888,NEW_ORDER,0,0,0
6,76863,244,244,NEW_ORDER,0,0,0
6,76873,435,435,NEW_ORDER,0,0,0
6,76873,600,600,NEW_ORDER,0,0,0
6,76905,708,708,NEW_ORDER,0,0,0
6,76905,42,42,PAYMENT,0,0,0
6,76918,344,344,NEW_ORDER,0,0,0
6,76923,308,308,NEW_ORDER,0,0,0
6,76923,277,277,NEW_ORDER,0,0,0
6,76930,715,715,NEW_ORDER,0,0,0
6,76946,685,685,NEW_ORDER,0,0,0
6,76954,100,100,PAYMENT,0,0,0
6,76955,710,710,NEW_ORDER,0,0,0
6,76957,623,623,NEW_ORDER,0,0,0
6,76959,41,41,PAYMENT,0,0,0
6,76961,38,38,PAYMENT,0,0,0
6,76974,493,493,NEW_ORDER,0,0,0
6,76981,348,348,NEW_ORDER,0,0,0
6,76992,720,720,NEW_ORDER,0,0,0
6,77005,3095,3095,DELIVERY_BG,0,0,0
6,77053,398,398,NEW_ORDER,0,0,0
6,77066,161,161,NEW_ORDER,0,0,0
6,77074,475,475,NEW_ORDER,0,0,0
6,77088,158,158,PAYMENT,0,0,0
6,77088,81,81,PAYMENT,0,0,0
6,77088,13,13,PAYMENT,0,0,0
6,77099,872,872,NEW_ORDER,0,0,0
6,77108,981,981,NEW_ORDER,0,0,0
6,77161,73,73,PAYMENT,0,0,0
6,77169,771,771,NEW_ORDER,0,0,0
6,77181,404,404,NEW_ORDER,0,0,0
6,77182,309,309,NEW_ORDER,0,0,0
6,77201,135,135,PAYMENT,0,0,0
6,77227,266,266,NEW_ORDER,0,0,0
6,77242,776,776,NEW_ORDER,0,0,0
6,77255,1041,1041,ORDER_STATUS,0,0,0
6,77271,183,183,PAYMENT,0,0,0
6,77279,374,374,NEW_ORDER,0,0,0
6,77279,8,8,PAYMENT,0,0,0
6,77291,1096,1096,NEW_ORDER,0,0,0
6,77292,13,13,PAYMENT,0,0,0
6,77293,419,419,NEW_ORDER,0,0,0
6,77294,337,337,NEW_ORDER,0,0,0
6,77307,64,64,PAYMENT,0,0,0
6,77374,586,586,NEW_ORDER,0,0,0
6,77379,280,280,PAYMENT,0,0,0
6,77398,616,616,NEW_ORDER,0,0,0
6,77398,0,0,DELIVERY,0,0,0
6,77457,83,83,PAYMENT,0,0,0
6,77466,1228,1228,NEW_ORDER,0,0,0
6,77472,491,491,NEW_ORDER,0,0,0
6,77472,0,0,DELIVERY,0,0,0
6,77483,282,282,NEW_ORDER,0,0,0
6,77499,192,192,PAYMENT,0,0,0
6,77499,545,545,NEW_ORDER,0,0,0
6,77548,460,460,NEW_ORDER,0,0,0
6,77556,57,57,PAYMENT,0,0,0
6,77570,578,578,NEW_ORDER,0,0,0
6,77613,333,333,NEW_ORDER,0,0,0
6,77613,0,0,DELIVERY,0,0,0
6,77614,321,321,NEW_ORDER,0,0,0
6,77622,139,139,PAYMENT,0,0,0
6,77627,446,446,NEW_ORDER,0,0,0
6,77633,580,580,NEW_ORDER,0,0,0
6,77641,93,93,PAYMENT,0,0,0
6,77648,693,693,NEW_ORDER,0,0,0
6,77669,827,827,NEW_ORDER,0,0,0
6,77682,112,112,PAYMENT,0,0,0
6,77702,146,146,PAYMENT,0,0,0
6,77707,93,93,PAYMENT,0,0,0
6,77726,434,434,NEW_ORDER,0,0,0
6,77745,454,454,NEW_ORDER,1,0,0
6,77755,573,573,NEW_ORDER,0,0,0
6,77757,109,109,PAYMENT,0,0,0
6,77776,50,50,PAYMENT,0,0,0
6,77797,156,156,PAYMENT,0,0,0
6,77823,6605,6605,DELIVERY_BG,0,0,0
6,77832,663,663,NEW_ORDER,0,0,0
6,77841,208,208,PAYMENT,0,0,0
6,77851,385,385,NEW_ORDER,0,0,0
